id,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country
18482,HUNGC,4,"2013-11-27 06:27:49","2013-12-08 09:51:23","2013-12-05 14:27:51",2,349.75,"Folies gourmandes","184, chaussée de Tournai",Lille,"Western Europe",59000,France
18483,QUEDE,1,"2015-11-27 21:39:56","2015-12-22 21:30:45","2015-12-15 18:31:09",3,386.75,HILARION-Abastos,"Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","South America",5022,Venezuela
18484,SPLIR,8,"2014-04-25 18:33:29","2014-05-18 08:16:25","2014-04-28 09:40:27",1,30.25,"Princesa Isabel Vinhos","Estrada da saúde n. 58",Lisboa,"Southern Europe",1756,Portugal
18485,LAUGB,4,"2014-03-10 18:25:35","2014-05-01 02:48:42","2014-03-12 14:05:54",3,158.75,QUICK-Stop,"Taucherstraße 10",Cunewalde,"Western Europe",01307,Germany
18486,ERNSH,1,"2014-02-18 09:55:38","2014-03-30 11:44:08","2014-02-20 14:49:42",3,24,"Maison Dewey","Rue Joseph-Bens 532",Bruxelles,"Western Europe",B-1180,Belgium
18487,ROMEY,8,"2014-10-12 23:29:01","2014-10-24 01:57:17","2014-10-13 03:42:00",3,183.5,"White Clover Markets","1029 - 12th Ave. S.",Seattle,"North America",98124,USA
18488,TOMSP,8,"2014-10-15 01:33:15","2014-10-27 06:25:00","2014-10-15 04:07:04",3,449,Frankenversand,"Berliner Platz 43","München","Western Europe",80805,Germany
18489,VICTE,9,"2014-04-26 02:46:22","2014-06-12 02:42:50","2014-05-02 21:52:08",3,344.25,GROSELLA-Restaurante,"5ª Ave. Los Palos Grandes",Caracas,"South America",1081,Venezuela
18490,GALED,5,"2012-11-16 12:35:24","2012-12-05 11:03:03","2012-11-18 10:29:52",1,273.5,"Ottilies Käseladen","Mehrheimerstr. 369","Köln","Western Europe",50739,Germany
18491,QUEEN,6,"2014-12-25 06:19:15","2015-01-08 15:45:24","2014-12-26 19:49:59",3,62.75,"Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32",Lisboa,"Southern Europe",1675,Portugal
18492,FRANK,1,"2015-04-08 15:01:01","2015-05-18 23:30:23","2015-04-13 19:07:52",3,116.5,"Franchi S.p.A.","Via Monte Bianco 34",Torino,"Southern Europe",10100,Italy
18493,OLDWO,5,"2012-08-15 09:50:19","2012-08-25 16:18:14","2012-08-24 04:58:42",2,230,"Comércio Mineiro","Av. dos Lusíadas, 23","Sao Paulo","South America",05432-043,Brazil
18494,LAUGB,7,"2014-12-25 08:14:49","2015-01-01 23:45:00","2015-01-07 18:48:31",3,227.75,"Vins et alcools Chevalier","59 rue de l'Abbaye",Reims,"Western Europe",51100,France
18495,CENTC,7,"2015-10-11 00:24:34","2015-11-09 21:16:55","2015-10-16 06:40:27",3,59.5,Vaffeljernet,"Smagsloget 45","Århus","Northern Europe",8200,Denmark
18496,FOLIG,2,"2013-06-09 16:48:13","2013-06-28 16:40:37","2013-06-20 20:20:36",2,356,"Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","Southern Europe",42100,Italy
18497,FAMIA,5,"2014-02-06 04:18:34","2014-02-16 19:49:14","2014-02-12 16:09:06",1,278.25,"Hungry Owl All-Night Grocers","8 Johnstown Road",Cork,"British Isles",,Ireland
18498,SPLIR,2,"2015-01-13 12:56:04","2015-01-17 07:15:53","2015-01-19 12:08:02",2,166.75,"Du monde entier","67, rue des Cinquante Otages",Nantes,"Western Europe",44000,France
18499,QUEDE,4,"2013-10-21 11:21:42","2013-10-22 20:32:10","2013-10-23 19:12:15",2,432.25,"Rattlesnake Canyon Grocery","2817 Milton Dr.",Albuquerque,"North America",87110,USA
18500,ALFKI,7,"2012-11-29 20:01:02","2012-12-22 09:16:56","2012-12-01 09:31:30",1,362.5,"Lonesome Pine Restaurant","89 Chiaroscuro Rd.",Portland,"North America",97219,USA
18501,MAGAA,3,"2012-11-03 20:31:26","2012-11-22 08:53:36","2012-11-07 19:19:54",2,202.25,"The Cracker Box","55 Grizzly Peak Rd.",Butte,"North America",59801,USA
18502,LAUGB,3,"2015-12-13 00:57:28","2015-12-27 12:13:56","2015-12-29 01:26:16",1,308.75,"Blauer See Delikatessen","Forsterstr. 57",Mannheim,"Western Europe",68306,Germany
18503,WILMK,9,"2015-11-26 05:04:44","2015-11-26 09:36:29","2015-11-30 08:28:12",2,66.75,"Hungry Owl All-Night Grocers","8 Johnstown Road",Cork,"British Isles",,Ireland
18504,LONEP,6,"2015-01-20 18:16:54","2015-01-22 06:12:16","2015-01-27 04:18:01",1,434.5,"Tortuga Restaurante","Avda. Azteca 123","México D.F.","Central America",05033,Mexico
18505,ANTON,7,"2013-08-31 22:51:38","2013-09-19 14:11:42","2013-09-10 09:35:31",2,391.25,"Blondel père et fils","24, place Kléber",Strasbourg,"Western Europe",67000,France
18506,PERIC,6,"2014-12-03 06:15:14","2014-12-16 00:26:51","2014-12-11 15:59:13",3,137.25,"Ernst Handel","Kirchgasse 6",Graz,"Western Europe",8010,Austria
18507,GREAL,6,"2013-09-24 06:49:29","2013-10-23 08:20:52","2013-10-04 14:57:58",3,475.25,"Gourmet Lanchonetes","Av. Brasil, 442",Campinas,"South America",04876-786,Brazil
18508,PICCO,7,"2013-05-06 11:25:29","2013-06-03 11:56:12","2013-05-27 07:00:30",2,268.75,"Vins et alcools Chevalier","59 rue de l'Abbaye",Reims,"Western Europe",51100,France
18509,THEBI,1,"2013-12-01 04:30:19","2013-12-26 03:37:06","2013-12-10 03:36:49",3,128.25,"Wellington Importadora","Rua do Mercado, 12",Resende,"South America",08737-363,Brazil
18510,WARTH,8,"2014-08-09 20:50:04","2014-09-10 23:40:37","2014-08-10 00:21:58",2,387,"Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","Southern Europe",42100,Italy
18511,RANCH,6,"2015-11-10 17:26:50","2015-12-19 18:50:25","2015-11-13 22:05:21",3,190,"Tortuga Restaurante","Avda. Azteca 123","México D.F.","Central America",05033,Mexico
18512,HANAR,9,"2015-04-23 07:52:05","2015-05-28 19:31:48","2015-05-09 21:21:42",2,29.25,"Antonio Moreno Taquería","Mataderos  2312","México D.F.","Central America",05023,Mexico
18513,MEREP,5,"2014-12-30 05:34:53","2015-01-11 15:04:28","2015-01-01 04:52:51",1,255,"Wellington Importadora","Rua do Mercado, 12",Resende,"South America",08737-363,Brazil
18514,TORTU,2,"2015-04-11 01:22:59","2015-04-26 10:35:35","2015-04-23 23:58:28",3,425.75,"Folk och fä HB","Åkergatan 24","Bräcke","Northern Europe","S-844 67",Sweden
18515,THEBI,7,"2015-07-04 00:14:44","2015-08-10 10:03:33","2015-07-29 16:17:31",1,125.75,"Wilman Kala","Keskuskatu 45",Helsinki,Scandinavia,21240,Finland
18516,GREAL,9,"2015-07-29 14:51:53","2015-09-01 02:36:16","2015-07-31 09:19:16",1,373.25,"Comércio Mineiro","Av. dos Lusíadas, 23","Sao Paulo","South America",05432-043,Brazil
18517,LAUGB,3,"2015-05-02 00:34:34","2015-05-07 13:41:05","2015-05-06 08:09:04",3,71.5,"La maison d'Asie","1 rue Alsace-Lorraine",Toulouse,"Western Europe",31000,France
18518,SUPRD,6,"2015-04-24 13:54:57","2015-05-11 19:10:36","2015-05-16 13:50:04",1,141,"Great Lakes Food Market","2732 Baker Blvd.",Eugene,"North America",97403,USA
18519,SAVEA,7,"2014-01-14 07:49:20","2014-01-23 04:53:45","2014-01-19 12:15:53",3,347.5,"Tradiçao Hipermercados","Av. Inês de Castro, 414","Sao Paulo","South America",05634-030,Brazil
18520,LEHMS,2,"2012-10-09 20:55:29","2012-10-15 02:10:25","2012-10-18 09:35:09",2,129.75,"Alfreds Futterkiste","Obere Str. 57",Berlin,"Western Europe",12209,Germany
18521,HUNGO,3,"2015-10-16 00:01:50","2015-10-25 18:02:34","2015-10-18 11:08:16",3,515.5,"Franchi S.p.A.","Via Monte Bianco 34",Torino,"Southern Europe",10100,Italy
18522,TRADH,2,"2015-01-16 08:25:25","2015-01-24 13:16:52","2015-02-01 13:45:50",2,426.25,GROSELLA-Restaurante,"5ª Ave. Los Palos Grandes",Caracas,"South America",1081,Venezuela
18523,TOMSP,4,"2013-07-11 21:03:09","2013-08-29 10:43:09","2013-07-12 09:17:55",3,74,"Laughing Bacchus Wine Cellars","2319 Elm St.",Vancouver,"North America","V3F 2K1",Canada
18524,TOMSP,2,"2014-08-05 10:22:27","2014-09-13 22:11:58","2014-08-07 21:30:58",1,34.75,"Bon app'","12, rue des Bouchers",Marseille,"Western Europe",13008,France
18525,GREAL,1,"2015-08-24 18:36:38","2015-09-03 13:34:26","2015-09-15 11:39:54",3,20.5,"Simons bistro","Vinbæltet 34",Kobenhavn,"Northern Europe",1734,Denmark
18526,MEREP,3,"2014-02-28 06:40:04","2014-03-31 00:09:22","2014-03-13 23:56:00",1,410.25,"Die Wandernde Kuh","Adenauerallee 900",Stuttgart,"Western Europe",70563,Germany
18527,FISSA,6,"2015-05-06 18:45:59","2015-05-25 05:15:40","2015-06-03 01:00:46",1,277.25,"Laughing Bacchus Wine Cellars","2319 Elm St.",Vancouver,"North America","V3F 2K1",Canada
18528,PERIC,4,"2014-01-05 15:46:38","2014-01-26 15:39:38","2014-01-21 11:04:26",2,426.75,LINO-Delicateses,"Ave. 5 de Mayo Porlamar","I. de Margarita","South America",4980,Venezuela
18529,ANTON,9,"2014-02-11 08:47:33","2014-02-19 14:10:09","2014-02-27 18:05:30",3,469.75,"Richter Supermarkt","Starenweg 5","Genève","Western Europe",1204,Switzerland
18530,SPECD,6,"2014-03-03 15:53:28","2014-03-17 07:29:59","2014-03-06 18:18:24",2,361.75,"Seven Seas Imports","90 Wadhurst Rd.",London,"British Isles","OX15 4NB",UK
18531,FRANS,1,"2014-12-29 01:33:39","2015-01-04 06:22:59","2015-01-04 22:07:34",1,79.75,"Blondel père et fils","24, place Kléber",Strasbourg,"Western Europe",67000,France
18532,TORTU,3,"2013-04-05 03:57:41","2013-04-17 23:45:52","2013-04-07 21:21:21",1,292,"Drachenblut Delikatessen","Walserweg 21",Aachen,"Western Europe",52066,Germany
18533,SPLIR,7,"2012-11-26 20:00:58","2012-12-31 16:57:06","2012-12-14 15:46:17",3,296.25,"Around the Horn","Brook Farm Stratford St. Mary",Colchester,"British Isles","CO7 6JX",UK
18534,MAGAA,6,"2014-11-08 07:56:54","2014-12-18 11:47:36","2014-11-19 09:41:08",3,414.5,LINO-Delicateses,"Ave. 5 de Mayo Porlamar","I. de Margarita","South America",4980,Venezuela
18535,SUPRD,1,"2014-04-07 11:42:14","2014-04-30 10:11:40","2014-04-08 07:14:08",3,249.5,"Wartian Herkku","Torikatu 38",Oulu,Scandinavia,90110,Finland
18536,PARIS,5,"2015-07-27 00:27:06","2015-07-27 03:08:52","2015-07-28 06:45:14",2,366.25,"Maison Dewey","Rue Joseph-Bens 532",Bruxelles,"Western Europe",B-1180,Belgium
18537,RANCH,2,"2013-11-03 03:41:28","2013-12-14 04:13:19","2013-11-04 19:50:20",3,126,"Let's Stop N Shop","87 Polk St. Suite 5","San Francisco","North America",94117,USA
18538,OCEAN,5,"2013-08-01 09:51:51","2013-08-15 18:00:33","2013-08-02 18:29:03",1,169.5,"Great Lakes Food Market","2732 Baker Blvd.",Eugene,"North America",97403,USA
18539,CHOPS,6,"2015-04-07 03:27:01","2015-04-14 20:10:29","2015-04-15 01:44:36",2,522,"Maison Dewey","Rue Joseph-Bens 532",Bruxelles,"Western Europe",B-1180,Belgium
18540,GREAL,2,"2012-08-13 02:32:28","2012-08-29 09:32:07","2012-08-13 16:53:30",1,47.75,"France restauration","54, rue Royale",Nantes,"Western Europe",44000,France
18541,SANTG,5,"2013-04-21 07:34:33","2013-04-26 12:17:49","2013-05-12 04:08:55",3,362.25,"Ernst Handel","Kirchgasse 6",Graz,"Western Europe",8010,Austria
18542,FURIB,5,"2013-05-28 09:41:38","2013-06-04 18:15:12","2013-06-10 12:04:18",2,164.75,"Around the Horn","Brook Farm Stratford St. Mary",Colchester,"British Isles","CO7 6JX",UK
18543,RANCH,7,"2014-07-24 12:54:45","2014-08-06 21:48:01","2014-08-04 17:35:14",1,352,"Spécialités du monde","25, rue Lauriston",Paris,"Western Europe",75016,France
18544,ALFKI,4,"2015-09-15 10:59:14","2015-10-04 13:34:41","2015-10-01 08:16:55",3,123.5,Frankenversand,"Berliner Platz 43","München","Western Europe",80805,Germany
18545,ISLAT,5,"2015-08-13 15:25:02","2015-08-25 22:28:53","2015-09-03 15:55:00",1,138.75,"Alfred's Futterkiste","Obere Str. 57",Berlin,"Western Europe",12209,Germany
18546,VAFFE,6,"2014-02-17 16:07:45","2014-03-24 17:43:51","2014-03-12 12:57:01",3,201.75,"Great Lakes Food Market","2732 Baker Blvd.",Eugene,"North America",97403,USA
18547,TORTU,5,"2013-05-23 07:35:24","2013-07-03 18:27:28","2013-05-24 03:37:19",2,46,"Alfred's Futterkiste","Obere Str. 57",Berlin,"Western Europe",12209,Germany
18548,CHOPS,7,"2015-07-14 20:45:08","2015-08-04 12:28:39","2015-07-14 21:18:00",3,210.25,"Antonio Moreno Taquería","Mataderos  2312","México D.F.","Central America",05023,Mexico
18549,FOLKO,6,"2014-11-18 20:07:58","2014-12-04 13:04:56","2014-11-30 10:31:55",1,270.5,"Blondel père et fils","24, place Kléber",Strasbourg,"Western Europe",67000,France
18550,MAISD,1,"2012-07-20 16:58:24","2012-08-01 11:09:45","2012-07-31 08:34:32",3,260.5,"Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","South America",05487-020,Brazil
18551,CACTU,2,"2013-02-06 12:48:17","2013-02-11 07:31:58","2013-02-12 15:37:51",2,28.25,"Santé Gourmet","Erling Skakkes gate 78",Stavern,Scandinavia,4110,Norway
18552,PARIS,7,"2015-08-27 01:45:31","2015-10-06 12:55:12","2015-08-27 20:19:54",2,202.75,"La maison d'Asie","1 rue Alsace-Lorraine",Toulouse,"Western Europe",31000,France
18553,BOTTM,1,"2016-02-16 07:07:00","2016-02-26 19:45:07","2016-03-10 05:32:08",2,240.75,"Gourmet Lanchonetes","Av. Brasil, 442",Campinas,"South America",04876-786,Brazil
18554,BSBEV,2,"2015-10-17 07:29:40","2015-11-21 18:20:43","2015-10-26 11:38:55",2,148,Vaffeljernet,"Smagsloget 45","Århus","Northern Europe",8200,Denmark
18555,SPECD,3,"2013-09-29 10:55:41","2013-10-07 23:34:02","2013-09-30 11:59:38",1,74.5,"Drachenblut Delikatessen","Walserweg 21",Aachen,"Western Europe",52066,Germany
18556,FRANR,2,"2014-01-18 12:44:37","2014-02-28 22:31:33","2014-01-28 00:31:04",2,251.5,"Wellington Importadora","Rua do Mercado, 12",Resende,"South America",08737-363,Brazil
18557,CONSH,4,"2013-01-06 04:00:55","2013-01-21 12:52:03","2013-01-26 19:48:35",3,420.25,"Magazzini Alimentari Riuniti","Via Ludovico il Moro 22",Bergamo,"Southern Europe",24100,Italy
18558,ISLAT,6,"2013-09-05 17:42:05","2013-09-18 12:44:34","2013-09-05 19:58:20",3,97.5,"Santé Gourmet","Erling Skakkes gate 78",Stavern,Scandinavia,4110,Norway
18559,CENTC,4,"2013-04-12 09:29:08","2013-05-02 19:17:21","2013-04-17 14:52:02",2,121,"Maison Dewey","Rue Joseph-Bens 532",Bruxelles,"Western Europe",B-1180,Belgium
18560,BLONP,7,"2014-11-06 18:09:37","2014-12-10 20:50:41","2014-11-10 01:13:16",3,449.25,"Lonesome Pine Restaurant","89 Chiaroscuro Rd.",Portland,"North America",97219,USA
18561,RICSU,9,"2015-01-17 13:15:15","2015-02-05 01:09:54","2015-01-22 17:58:42",1,379.5,Frankenversand,"Berliner Platz 43","München","Western Europe",80805,Germany
18562,SIMOB,7,"2014-07-09 15:14:50","2014-07-26 17:02:19","2014-07-15 07:35:52",2,17.5,"Let's Stop N Shop","87 Polk St. Suite 5","San Francisco","North America",94117,USA
18563,MAGAA,3,"2016-02-08 08:23:53","2016-03-28 03:33:41","2016-02-13 12:58:47",2,241.75,"Old World Delicatessen","2743 Bering St.",Anchorage,"North America",99508,USA
18564,MEREP,2,"2012-10-28 10:02:01","2012-11-09 10:35:24","2012-10-30 15:47:19",1,340.5,"Hungry Owl All-Night Grocers","8 Johnstown Road",Cork,"British Isles",,Ireland
18565,PRINI,1,"2013-01-31 04:26:24","2013-02-02 18:05:17","2013-02-26 18:21:19",2,108.5,"Around the Horn","Brook Farm Stratford St. Mary",Colchester,"British Isles","CO7 6JX",UK
18566,THECR,1,"2014-09-14 23:10:16","2014-09-18 12:38:45","2014-09-19 06:42:11",2,15.25,"Toms Spezialitäten","Luisenstr. 48","Münster","Western Europe",44087,Germany
18567,LINOD,1,"2015-07-21 11:27:58","2015-08-03 08:18:05","2015-07-28 01:45:26",3,97.5,LILA-Supermercado,"Carrera 52 con Ave. Bolívar #65-98 Llano Largo",Barquisimeto,"South America",3508,Venezuela
18568,BONAP,6,"2015-01-03 04:33:58","2015-01-16 16:05:20","2015-01-11 21:44:43",2,435.75,"Ana Trujillo Emparedados y helados","Avda. de la Constitución 2222","México D.F.","Central America",05021,Mexico
18569,LILAS,5,"2013-06-17 23:34:05","2013-06-23 15:07:17","2013-06-21 07:45:50",1,201.75,"Comércio Mineiro","Av. dos Lusíadas, 23","Sao Paulo","South America",05432-043,Brazil
18570,OTTIK,1,"2015-03-19 04:13:16","2015-03-19 23:10:40","2015-03-29 21:30:34",1,316.5,"Lonesome Pine Restaurant","89 Chiaroscuro Rd.",Portland,"North America",97219,USA
18571,FAMIA,8,"2013-03-04 03:20:11","2013-04-05 00:25:57","2013-03-12 00:53:16",2,178.5,"Wartian Herkku","Torikatu 38",Oulu,Scandinavia,90110,Finland
18572,SANTG,2,"2013-07-26 04:06:32","2013-08-06 02:41:30","2013-08-04 22:34:53",2,181.75,"Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32",Lisboa,"Southern Europe",1675,Portugal
18573,SAVEA,9,"2014-07-27 19:48:59","2014-08-02 02:24:58","2014-08-14 06:18:37",2,40,"Blondel père et fils","24, place Kléber",Strasbourg,"Western Europe",67000,France
18574,THEBI,7,"2013-07-31 19:10:01","2013-08-05 14:11:55","2013-08-06 21:20:41",2,411,"Magazzini Alimentari Riuniti","Via Ludovico il Moro 22",Bergamo,"Southern Europe",24100,Italy
18575,TOMSP,5,"2014-08-20 03:12:29","2014-08-27 05:46:05","2014-09-13 19:16:11",3,287.75,"Split Rail Beer & Ale","P.O. Box 555",Lander,"North America",82520,USA
18576,FRANR,8,"2012-08-09 15:50:06","2012-08-15 14:12:44","2012-08-24 16:07:17",3,17,"Romero y tomillo","Gran Vía, 1",Madrid,"Southern Europe",28001,Spain
18577,QUICK,9,"2014-03-22 02:36:33","2014-04-06 18:32:37","2014-04-08 05:18:00",2,226.5,"Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","South America",02389-890,Brazil
18578,SEVES,8,"2014-11-12 18:00:07","2014-12-08 16:40:20","2014-11-21 05:59:32",1,224.5,"Folk och fä HB","Åkergatan 24","Bräcke","Northern Europe","S-844 67",Sweden
18579,MORGK,5,"2012-07-13 23:34:56","2012-08-01 13:41:56","2012-07-18 02:46:16",1,161.25,"Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.","Central America",05033,Mexico
18580,GROSR,2,"2016-01-26 01:46:37","2016-02-13 12:21:37","2016-02-05 01:25:58",1,480.75,"Morgenstern Gesundkost","Heerstr. 22",Leipzig,"Western Europe",04179,Germany
18581,LILAS,4,"2015-05-28 04:38:36","2015-06-05 04:09:12","2015-05-31 23:44:06",2,114.75,"Berglunds snabbköp","Berguvsvägen  8","Luleå","Northern Europe","S-958 22",Sweden
18582,SEVES,4,"2014-08-22 23:32:56","2014-08-29 14:20:36","2014-08-24 05:50:36",1,500.5,"B's Beverages","Fauntleroy Circus",London,"British Isles","EC2 5NT",UK
18583,ERNSH,1,"2015-08-03 10:57:33","2015-08-17 19:53:52","2015-08-05 00:56:16",3,413,"Du monde entier","67, rue des Cinquante Otages",Nantes,"Western Europe",44000,France
18584,ROMEY,8,"2012-11-11 19:55:28","2012-12-01 03:04:10","2012-12-03 07:10:44",3,343.5,"Berglunds snabbköp","Berguvsvägen  8","Luleå","Northern Europe","S-958 22",Sweden
18585,FAMIA,4,"2015-07-27 18:35:28","2015-07-30 21:23:09","2015-08-01 05:19:02",3,286.5,"Eastern Connection","35 King George",London,"British Isles","WX3 6FW",UK
18586,FRANR,5,"2013-07-30 18:00:17","2013-08-13 06:43:56","2013-08-12 23:45:30",3,496,HILARION-Abastos,"Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","South America",5022,Venezuela
18587,FOLKO,5,"2013-11-15 11:09:11","2013-11-21 04:38:56","2013-11-18 16:00:15",2,374.25,North/South,"South House 300 Queensbridge",London,"British Isles","SW7 1RZ",UK
18588,VINET,4,"2012-12-13 01:30:25","2012-12-28 12:53:41","2012-12-14 19:20:42",2,356.5,"Gourmet Lanchonetes","Av. Brasil, 442",Campinas,"South America",04876-786,Brazil
18589,BSBEV,5,"2016-01-25 01:08:32","2016-01-31 20:47:33","2016-02-02 13:50:54",1,133,"Romero y tomillo","Gran Vía, 1",Madrid,"Southern Europe",28001,Spain
18590,GREAL,7,"2014-11-20 05:09:40","2014-12-07 23:11:34","2014-11-29 01:40:12",1,197,"Godos Cocina Típica","C/ Romero, 33",Sevilla,"Southern Europe",41101,Spain
18591,LAMAI,6,"2014-10-25 06:46:23","2014-10-31 23:14:44","2014-10-29 19:47:12",3,349,"La maison d'Asie","1 rue Alsace-Lorraine",Toulouse,"Western Europe",31000,France
18592,EASTC,2,"2013-12-30 12:04:03","2014-02-18 05:07:48","2013-12-31 19:01:54",3,339.5,"Folies gourmandes","184, chaussée de Tournai",Lille,"Western Europe",59000,France
18593,EASTC,7,"2015-03-27 17:34:01","2015-04-23 14:33:54","2015-03-30 16:42:48",3,450.25,"Bon app'","12, rue des Bouchers",Marseille,"Western Europe",13008,France
18594,HUNGC,1,"2014-03-25 23:51:29","2014-05-04 08:26:05","2014-04-02 05:08:16",2,398,North/South,"South House 300 Queensbridge",London,"British Isles","SW7 1RZ",UK
18595,RICAR,6,"2014-06-28 03:07:00","2014-07-06 10:12:16","2014-06-29 14:26:40",2,43.75,"Alfred's Futterkiste","Obere Str. 57",Berlin,"Western Europe",12209,Germany
18596,MAGAA,4,"2014-06-09 10:38:19","2014-07-01 17:55:59","2014-07-03 14:25:47",2,112,"Wartian Herkku","Torikatu 38",Oulu,Scandinavia,90110,Finland
18597,WOLZA,2,"2014-10-14 15:59:40","2014-11-29 09:33:20","2014-10-15 13:06:37",1,480,"Alfreds Futterkiste","Obere Str. 57",Berlin,"Western Europe",12209,Germany
18598,SPECD,4,"2014-08-01 01:44:24","2014-08-16 17:45:02","2014-08-23 16:43:22",1,504.25,"Die Wandernde Kuh","Adenauerallee 900",Stuttgart,"Western Europe",70563,Germany
18599,RICSU,5,"2015-04-10 06:52:53","2015-05-19 01:46:58","2015-04-15 07:48:15",1,316.25,"Ana Trujillo Emparedados y helados","Avda. de la Constitución 2222","México D.F.","Central America",05021,Mexico
18600,WOLZA,7,"2013-05-10 11:27:25","2013-05-17 21:50:26","2013-05-19 12:34:31",3,483.25,"Princesa Isabel Vinhos","Estrada da saúde n. 58",Lisboa,"Southern Europe",1756,Portugal
18601,BOTTM,8,"2015-05-09 21:23:15","2015-05-31 16:52:19","2015-05-24 08:39:41",1,215.75,"Folies gourmandes","184, chaussée de Tournai",Lille,"Western Europe",59000,France
18602,CONSH,8,"2012-11-18 01:24:45","2012-11-20 16:10:05","2012-11-18 06:15:35",3,354,"Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","Southern Europe",42100,Italy
18603,GREAL,1,"2014-01-17 11:53:01","2014-02-25 02:25:55","2014-01-18 09:19:31",3,350.75,Vaffeljernet,"Smagsloget 45","Århus","Northern Europe",8200,Denmark
